160	75359	5
131	52379	5
204	36160	5
283	22918	5
130	57305	5
146	68465	5
0	63231	5
204	67663	5
303	33641	5
286	34637	5
145	1948	5
221	2641	5
325	21474	5
160	55407	5
269	88542	5
342	38669	5
81	62367	5
0	70148	5
166	2823	5
204	37025	5
70	8083	5
292	4248	5
115	32015	5
197	16397	5
346	43263	5
88	16095	5
102	76543	5
283	13854	5
261	20204	5
248	13754	5
39	40337	5
15	40936	5
166	65934	5
70	72268	5
346	77398	5
20	43591	5
67	17569	5
106	70162	5
294	20204	5
257	68236	5
149	51434	5
191	88066	5
208	62367	5
203	33940	5
90	54753	5
91	2885	5
45	58258	5
308	27223	5
286	21940	5
137	37663	5
191	22654	5
177	28936	5
204	55684	5
294	26396	5
221	26711	5
185	60719	5
339	17068	5
72	63117	5
45	23833	5
73	33632	5
166	23959	5
81	54437	5
181	6464	5
325	51219	5
276	31634	5
117	8483	5
254	58564	5
106	43753	5
241	31227	5
284	10315	5
264	50604	5
294	46456	5
303	43259	5
348	53924	5
189	86205	5
127	89992	5
191	32098	5
251	39423	5
185	63268	5
29	52874	5
0	87013	5
251	52767	5
308	43082	5
112	81374	5
200	84938	5
13	12883	5
303	60257	5
305	31080	5
204	5551	5
70	36346	5
72	54868	5
291	63870	5
166	37863	5
91	10327	5
334	75049	5
316	82532	5
294	80386	5
220	41918	5
191	58172	5
221	70484	5
283	32589	5
267	15898	5
308	65454	5
83	29390	5
221	67295	5
57	90206	5
308	17439	5
288	15103	5
348	25653	5
248	36949	5
214	84478	5
109	64454	5
208	19013	5
140	51892	5
146	14980	5
29	69310	5
157	43259	5
166	54855	5
346	63922	5
241	74640	5
254	72156	5
6	62367	5
40	12742	5
308	29829	5
0	2459	5
241	49413	5
81	79732	5
8	62739	5
204	15344	5
321	44353	5
191	87683	5
207	9049	5
222	24286	5
204	67590	5
319	34212	5
13	62824	5
70	84644	5
275	29039	5
11	89777	5
303	41233	5
34	55020	5
13	34927	5
243	63138	5
254	34526	5
228	1859	5
187	68325	5
178	76551	5
302	3090	5
303	45829	5
345	81571	5
72	11285	5
168	4088	5
204	68028	5
204	62541	5
40	66775	5
178	63541	5
191	33722	5
166	74618	5
303	59775	5
204	84165	5
312	61026	5
228	26959	5
191	9502	5
228	4282	5
225	63412	5
225	88497	5
204	38987	5
160	27481	5
160	15866	5
206	23912	5
99	25010	5
156	81945	5
185	72979	5
308	8087	5
133	10339	5
214	47161	5
0	17915	5
118	13547	5
117	72611	5
88	19061	5
164	62054	5
191	71931	5
178	54	5
191	66327	5
103	79488	5
187	37131	5
294	71299	5
222	64441	5
260	83115	5
72	645	5
241	10586	5
254	53248	5
159	32408	5
248	60272	5
221	34453	5
0	59111	5
346	83541	5
114	50652	5
309	52900	5
228	50966	5
309	79875	5
118	48171	5
239	19040	5
117	60638	5
107	45232	5
338	61556	5
278	75297	5
45	29754	5
204	58247	5
137	15896	5
241	85160	5
169	46414	5
294	13035	5
261	39857	5
269	8275	5
111	26738	5
70	72421	5
232	74435	5
204	22918	5
47	52492	5
38	22179	5
149	57241	5
346	84756	5
312	16501	5
21	90350	5
252	31281	5
0	11727	5
228	47200	5
228	42218	5
260	55798	5
204	41406	5
84	8250	5
292	33624	5
72	83022	5
97	36633	5
241	58025	5
221	59929	5
160	88801	5
70	78618	5
30	22496	5
319	86765	5
174	29768	5
348	64570	5
13	31227	5
83	65140	5
185	84796	5
93	79733	5
72	15855	5
47	21919	5
173	29336	5
204	681	5
131	23912	5
204	71240	5
175	67754	5
169	55610	5
221	55605	5
342	63780	5
72	45901	5
228	7775	5
226	67286	5
185	2582	5
204	15639	5
87	49851	5
342	1781	5
334	6228	5
252	44917	5
185	35034	5
228	44379	5
191	4315	5
241	19061	5
85	639	5
166	59510	5
13	19061	5
204	20236	5
267	81382	5
103	82634	5
259	42191	5
204	49475	5
70	42255	5
239	77016	5
166	18858	5
160	34806	5
308	71325	5
346	21691	5
293	79174	5
241	9710	5
199	52734	5
220	6015	5
67	90024	5
185	428	5
40	71305	5
40	90845	5
40	37542	5
34	90364	5
38	46157	5
241	47052	5
197	63718	5
342	18465	5
169	4315	5
158	56674	5
173	9067	5
45	52874	5
292	48658	5
204	35540	5
2	13746	5
14	78896	5
6	8275	5
344	27759	5
241	55824	5
222	77395	5
222	56861	5
156	67697	5
185	11100	5
185	87967	5
131	53829	5
147	46751	5
346	5499	5
222	2377	5
346	78659	5
166	85950	5
204	36370	5
131	69791	5
102	31865	5
292	74481	5
309	64557	5
103	13086	5
204	47938	5
58	41135	5
241	43263	5
308	14969	5
191	61316	5
34	14411	5
339	949	5
191	83580	5
225	60226	5
74	82710	5
70	48001	5
259	71679	5
204	80500	5
190	32952	5
226	13176	5
233	82930	5
29	20733	5
145	25974	5
221	56057	5
204	63735	5
348	51255	5
157	63213	5
225	48642	5
45	33947	5
191	38889	5
260	51800	5
288	90951	5
266	7785	5
0	2993	5
15	67657	5
45	20756	5
84	29884	5
294	413	5
292	22574	5
207	76866	5
45	9609	5
84	34110	5
226	19061	5
46	42643	5
204	74329	5
200	67160	5
208	52827	5
34	35705	5
94	262	5
248	55927	5
204	68812	5
241	49475	5
303	48908	5
81	30933	5
79	72659	5
137	69448	5
191	33411	5
26	81851	5
288	46	5
70	82966	5
70	81694	5
177	4855	5
131	26389	5
288	69365	5
50	34292	5
348	73852	5
220	61478	5
341	69459	5
309	89592	5
346	58767	5
273	43263	5
239	32244	5
168	20786	5
166	19954	5
321	76881	5
235	33227	5
8	89541	5
204	1623	5
241	8442	5
23	27589	5
204	75769	5
344	69296	5
254	18628	5
97	57930	5
31	7693	5
215	324	5
308	30768	5
34	31650	5
241	67657	5
38	40299	5
70	44397	5
204	22412	5
45	5229	5
309	48975	5
127	33734	5
185	19954	5
50	22082	5
72	81135	5
72	52210	5
103	65140	5
239	73994	5
290	42458	5
308	18777	5
118	669	5
59	9605	5
226	3487	5
81	34115	5
70	51421	5
45	32981	5
34	30541	5
308	81652	5
332	53728	5
166	37516	5
81	18916	5
13	25623	5
191	83852	5
309	62845	5
70	84639	5
121	87345	5
191	6204	5
183	62711	5
111	40249	5
70	7166	5
88	64291	5
112	10780	5
197	51792	5
157	639	5
204	53826	5
220	66172	5
251	14935	5
44	45433	5
166	16086	5
50	55993	5
115	52776	5
204	49812	5
160	89641	5
267	90139	5
228	68125	5
70	79599	5
158	7568	5
191	69648	5
31	63066	5
57	74640	5
204	6062	5
251	90610	5
248	58720	5
45	19863	5
121	47078	5
45	5604	5
303	41493	5
348	18209	5
204	25143	5
149	75104	5
130	45268	5
309	80262	5
246	37686	5
117	5321	5
166	36472	5
166	59291	5
348	21597	5
41	86906	5
185	19530	5
200	82994	5
70	55899	5
191	43986	5
226	50005	5
221	49063	5
0	8145	5
300	3372	5
241	81534	5
72	46696	5
112	8562	5
204	87935	5
22	1921	5
204	68429	5
40	22338	5
146	43561	5
264	33973	5
220	33973	5
347	89541	5
226	58787	5
84	29178	5
70	15378	5
228	77530	5
294	78272	5
204	53296	5
288	17588	5
297	53631	5
123	38992	5
136	1127	5
70	34268	5
204	36346	5
46	10196	5
309	76085	5
4	69662	5
303	90964	5
239	1827	5
90	2510	5
342	81945	5
332	74878	5
103	36472	5
273	21844	5
292	88542	5
346	1599	5
283	90466	5
308	25791	5
191	51014	5
22	49475	5
72	34440	5
70	20291	5
228	8725	5
200	39728	5
168	74110	5
191	37906	5
45	2879	5
8	88497	5
287	44741	5
303	25763	5
228	25143	5
316	7148	5
303	26767	5
332	30377	5
70	6457	5
72	61549	5
232	57109	5
190	10109	5
70	54199	5
191	7599	5
22	70973	5
111	85315	5
303	14930	5
316	1855	5
344	61812	5
131	22945	5
15	34897	5
308	46788	5
276	90834	5
278	11379	5
318	50032	5
204	79917	5
204	39193	5
70	58795	5
40	62374	5
303	28802	5
91	16868	5
54	81116	5
204	55411	5
204	2639	5
190	30600	5
276	16994	5
191	66256	5
335	37998	5
316	68339	5
169	53316	5
84	5604	5
342	40757	5
204	56918	5
346	47745	5
166	65915	5
8	1759	5
300	16800	5
38	13035	5
254	14962	5
197	11727	5
142	61375	5
221	32969	5
185	53728	5
346	7474	5
201	1781	5
346	75821	5
204	61336	5
157	72955	5
156	19333	5
191	20035	5
190	85812	5
50	58933	5
303	83955	5
185	25971	5
29	64291	5
183	56286	5
70	70468	5
38	86576	5
234	90350	5
72	72138	5
51	45638	5
173	3228	5
191	66349	5
106	65709	5
48	27425	5
122	77072	5
257	49295	5
275	23153	5
221	13126	5
220	83202	5
40	37435	5
137	87005	5
204	51039	5
70	90820	5
297	57109	5
303	62845	5
228	26167	5
190	40239	5
154	34993	5
260	58205	5
228	85255	5
288	40482	5
102	24435	5
200	54679	5
197	65579	5
131	90394	5
241	50154	5
70	72985	5
332	17204	5
31	400	5
160	55824	5
221	53961	5
204	25791	5
147	82930	5
47	46117	5
207	73770	5
241	53248	5
276	60558	5
190	40631	5
239	81696	5
12	80359	5
312	27397	5
204	34993	5
274	10148	5
83	34371	5
342	76635	5
228	83541	5
215	79191	5
160	47745	5
288	61159	5
170	57746	5
61	22009	5
342	1827	5
109	78907	5
173	5799	5
344	62485	5
40	52124	5
151	31281	5
269	56286	5
204	217	5
348	68349	5
178	79267	5
208	74735	5
258	72925	5
207	593	5
189	82387	5
208	85160	5
195	6073	5
214	28656	5
294	40613	5
185	18522	5
40	47855	5
139	12648	5
166	58197	5
13	18885	5
346	19977	5
296	83523	5
207	29611	5
207	27879	5
294	68668	5
211	74679	5
169	12882	5
248	36642	5
221	33294	5
220	80987	5
348	84247	5
204	15477	5
220	26100	5
292	28203	5
201	65140	5
204	43383	5
204	21014	5
191	70175	5
190	7445	5
191	82903	5
111	58401	5
185	77368	5
108	55601	5
191	38730	5
197	38742	5
72	76615	5
192	10159	5
257	24215	5
228	50600	5
239	75839	5
199	90845	5
40	15304	5
221	54141	5
45	57396	5
70	41215	5
137	10393	5
22	83960	5
11	1052	5
199	3160	5
260	26279	5
118	1534	5
204	20035	5
173	43088	5
139	77072	5
139	85929	5
283	11906	5
111	3341	5
33	58747	5
11	10175	5
204	58889	5
137	11816	5
220	4884	5
204	40354	5
220	7091	5
260	65647	5
113	19694	5
221	4051	5
166	86635	5
137	49223	5
15	14424	5
10	50237	5
247	90845	5
23	8830	5
11	82935	5
344	29515	5
262	85842	5
185	34411	5
87	5044	5
348	18416	5
93	83196	5
200	58767	5
212	30541	5
204	29884	5
332	35588	5
103	2030	5
228	6745	5
100	71500	5
221	82499	5
169	78618	5
294	5807	5
204	49704	5
199	13316	5
40	6830	5
164	89577	5
309	21839	5
222	23729	5
346	23546	5
70	52874	5
254	79732	5
166	59798	5
228	39881	5
241	75816	5
118	81498	5
308	21181	5
13	79170	5
348	50604	5
228	18896	5
123	31041	5
40	89665	5
59	58767	5
346	50032	5
321	16519	5
204	23197	5
222	89820	5
70	51625	5
204	54375	5
221	16420	5
337	42969	5
164	51363	5
70	5799	5
212	45638	5
248	61507	5
196	71625	5
113	88924	5
95	62367	5
45	8543	5
222	1599	5
70	78428	5
204	34526	5
38	80455	5
72	35625	5
156	56485	5
102	27770	5
69	1468	5
334	9269	5
264	8562	5
147	26738	5
33	86045	5
348	59196	5
312	22883	5
278	53152	5
204	45588	5
228	78568	5
200	56299	5
204	58030	5
31	56461	5
3	17590	5
248	12560	5
45	55068	5
189	18704	5
303	33682	5
166	18688	5
69	58669	5
15	89699	5
54	50528	5
123	21916	5
13	27770	5
15	40337	5
303	72955	5
294	50807	5
149	9808	5
133	37159	5
76	4125	5
113	63412	5
348	17618	5
348	11167	5
70	73206	5
166	7936	5
308	13882	5
185	40017	5
182	73670	5
228	44379	5
247	17018	5
260	79541	5
45	50882	5
168	26167	5
91	72459	5
123	30323	5
72	51373	5
228	9605	5
276	28068	5
204	58711	5
70	32950	5
70	82710	5
159	28658	5
29	82903	5
51	28898	5
271	89415	5
274	43794	5
160	54226	5
151	1534	5
45	53279	5
222	52264	5
221	59663	5
59	47745	5
312	43077	5
204	50327	5
241	21069	5
206	20010	5
51	4051	5
241	6289	5
154	49322	5
47	39455	5
191	11486	5
200	53248	5
121	62690	5
103	40516	5
308	55232	5
40	46683	5
202	62178	5
191	55645	5
156	29814	5
191	18208	5
191	21904	5
204	3199	5
181	81622	5
288	13093	5
287	79194	5
83	52050	5
148	6801	5
11	72547	5
228	70717	5
333	43328	5
191	55192	5
254	47529	5
142	24898	5
185	26357	5
342	8968	5
207	12096	5
70	26330	5
85	56951	5
102	90820	5
45	25184	5
52	85229	5
100	44353	5
45	79732	5
316	11024	5
254	88891	5
88	58767	5
168	52874	5
276	67162	5
159	58669	5
84	50261	5
21	75581	5
204	23962	5
326	80359	5
106	81060	5
206	46456	5
131	70295	5
349	88542	5
137	81603	5
271	47193	5
326	90510	5
117	458	5
88	87005	5
100	44516	5
260	54694	5
102	41409	5
70	60381	5
294	25520	5
197	83200	5
87	82915	5
335	53577	5
204	10023	5
139	77395	5
342	32511	5
0	78189	5
228	8964	5
72	9913	5
204	52641	5
220	3127	5
321	6621	5
303	74347	5
222	47448	5
102	6289	5
85	50990	5
241	30933	5
213	51513	5
139	86431	5
137	45127	5
13	34718	5
1	5807	5
72	27815	5
208	29178	5
228	82259	5
241	5799	5
197	67978	5
11	54932	5
70	14756	5
220	37110	5
185	43960	5
118	45406	5
257	33118	5
70	75878	5
228	54897	5
83	9409	5
70	217	5
228	47594	5
178	8968	5
45	1448	5
51	19694	5
204	74478	5
35	44294	5
50	83771	5
226	83580	5
34	72563	5
321	46566	5
280	46456	5
133	62739	5
204	60012	5
166	35868	5
70	54706	5
309	61812	5
204	18021	5
344	42779	5
247	29814	5
339	13981	5
156	43794	5
59	84437	5
204	14660	5
34	22120	5
166	59003	5
102	49037	5
221	54428	5
134	47633	5
166	6823	5
95	69472	5
220	41698	5
283	43263	5
267	35881	5
100	69986	5
157	17973	5
309	42377	5
260	86981	5
308	70502	5
312	63517	5
52	59550	5
135	15056	5
204	52006	5
168	67657	5
251	61233	5
346	15206	5
237	80506	5
226	62367	5
312	54667	5
293	79174	5
188	16086	5
283	20722	5
273	58997	5
204	31252	5
11	41531	5
221	59464	5
254	68805	5
143	58235	5
204	85147	5
97	15898	5
183	30933	5
40	56975	5
344	14930	5
184	53757	5
204	48726	5
204	13677	5
283	29827	5
294	81234	5
232	88924	5
241	14115	5
241	66516	5
50	26932	5
70	8442	5
83	54613	5
221	69254	5
70	41884	5
339	90668	5
322	23833	5
197	74709	5
309	60257	5
204	38626	5
21	39904	5
184	44136	5
0	12535	5
61	72474	5
204	43082	5
191	53339	5
111	6759	5
245	84597	5
137	76554	5
342	18033	5
52	45300	5
302	57513	5
72	20159	5
241	75133	5
221	15627	5
156	37984	5
204	40544	5
45	84886	5
22	12293	5
157	11385	5
204	37968	5
308	7053	5
85	35113	5
345	12882	5
147	75797	5
204	32649	5
103	47855	5
74	78600	5
33	80517	5
309	86223	5
204	18803	5
131	89965	5
190	23473	5
118	87113	5
204	58025	5
13	6090	5
204	75822	5
97	59263	5
84	68101	5
303	78714	5
231	89108	5
204	45126	5
316	89284	5
84	23546	5
267	69380	5
87	46920	5
228	22150	5
303	15007	5
220	30588	5
346	1623	5
228	9027	5
275	71317	5
283	58375	5
72	64100	5
0	12112	5
59	82903	5
185	69835	5
157	47394	5
220	71517	5
69	1568	5
139	25464	5
4	79877	5
191	6398	5
208	34637	5
169	42689	5
84	44850	5
316	52850	5
303	69296	5
197	59422	5
67	1827	5
309	3387	5
13	53992	5
118	18209	5
72	65856	5
308	52262	5
195	81796	5
87	74957	5
228	2226	5
231	61159	5
303	42377	5
51	81498	5
45	65709	5
215	8939	5
269	90746	5
40	65915	5
349	57134	5
308	47722	5
189	81400	5
84	37025	5
36	25505	5
276	77498	5
228	55824	5
204	8183	5
241	65148	5
0	56461	5
236	84796	5
34	74094	5
200	23086	5
296	12597	5
51	31281	5
347	17390	5
70	90982	5
221	69140	5
225	65234	5
168	29941	5
348	34292	5
185	63576	5
292	18068	5
292	67770	5
185	36472	5
88	17023	5
40	63924	5
239	9176	5
140	15912	5
220	33977	5
67	65456	5
13	83915	5
67	58019	5
103	5093	5
288	17990	5
228	21904	5
191	39491	5
221	52478	5
251	26109	5
204	32701	5
222	14424	5
185	8982	5
166	79488	5
237	702	5
12	32936	5
126	71196	5
72	34379	5
157	74279	5
204	55971	5
130	8562	5
238	67657	5
204	29185	5
297	59960	5
166	84796	5
70	89610	5
228	53822	5
0	65110	5
156	702	5
45	70997	5
61	55207	5
346	1475	5
228	71248	5
8	63412	5
70	71418	5
45	82686	5
334	47720	5
173	69472	5
61	19139	5
102	19061	5
102	86989	5
166	19644	5
204	33424	5
122	58025	5
303	70320	5
118	66655	5
348	89544	5
226	52776	5
325	46416	5
103	58781	5
139	15138	5
204	69310	5
258	90845	5
109	86462	5
183	14479	5
303	81414	5
83	51057	5
51	23912	5
147	75356	5
65	38114	5
183	23552	5
189	36272	5
168	34806	5
31	42058	5
348	73308	5
264	51437	5
147	33973	5
228	41207	5
241	43482	5
252	44116	5
115	55824	5
147	60583	5
166	71261	5
160	58787	5
97	67320	5
191	83866	5
97	62601	5
220	29327	5
72	18796	5
13	53248	5
70	81122	5
288	25726	5
169	54226	5
70	14983	5
288	81974	5
216	44815	5
191	76303	5
160	26538	5
81	55824	5
241	79134	5
346	3228	5
222	81603	5
283	67055	5
116	16957	5
195	80667	5
294	29611	5
221	36254	5
45	12648	5
29	29941	5
241	551	5
337	10109	5
40	60650	5
186	45432	5
97	87023	5
308	85951	5
309	76085	5
288	55169	5
208	62747	5
204	14345	5
106	78594	5
131	52704	5
269	55824	5
204	44535	5
160	43082	5
156	59798	5
72	11098	5
221	34795	5
276	40338	5
222	85079	5
20	7445	5
222	35550	5
278	54035	5
204	13865	5
348	76389	5
70	12472	5
308	37364	5
260	35741	5
157	44742	5
134	38567	5
345	43753	5
247	86527	5
152	27125	5
248	46997	5
344	62845	5
160	83158	5
177	78592	5
131	65078	5
160	17268	5
40	2822	5
233	19361	5
103	55601	5
191	90922	5
271	11941	5
204	52958	5
191	63735	5
278	12288	5
70	58312	5
111	30541	5
152	50415	5
224	50669	5
308	84081	5
24	24680	5
262	34360	5
118	76608	5
222	20733	5
8	88924	5
23	62485	5
241	43753	5
241	27770	5
23	41493	5
157	80527	5
70	72197	5
157	69284	5
283	88542	5
283	27770	5
204	37906	5
51	63138	5
269	14479	5
303	8830	5
348	83698	5
168	37206	5
190	32408	5
292	55645	5
204	34423	5
123	69288	5
344	42377	5
220	47364	5
231	80235	5
51	33846	5
297	67589	5
286	12882	5
199	10315	5
204	8887	5
160	66015	5
24	89514	5
23	43259	5
70	79418	5
187	72474	5
166	82518	5
13	12482	5
197	13072	5
204	75244	5
70	82601	5
241	47089	5
31	74553	5
204	60990	5
322	90922	5
45	78693	5
36	69296	5
309	4481	5
79	23833	5
58	74349	5
198	83771	5
183	53234	5
149	28514	5
200	3366	5
334	65698	5
38	82416	5
239	2582	5
228	14228	5
36	18182	5
59	16330	5
157	30834	5
72	66112	5
36	76430	5
309	69998	5
139	83865	5
67	81215	5
204	83361	5
13	47745	5
191	74490	5
185	45650	5
